,Topics,Sub Topic,Type,Difficulty,Project Type,Workers
815,Classification & Regression,Logistic Regression,S2,26,ML,Azis Sofyanto
816,Classification & Regression,Logistic Regression,S2,26,ML,Bagja Kurniadi
817,Classification & Regression,Logistic Regression,S2,26,ML,Farel Eden
818,Speech / Audio,Speech Recognition,S2,14,ML,Gabriel Kheisa
819,Speech / Audio,Speech Recognition,S2,14,ML,Christopher Kristianto
820,Speech / Audio,Speech Recognition,S2,14,ML,Putu Gede Agung Karna Sampalan
821,Speech / Audio,Speech Recognition,S2,14,ML,Sarah Sema Khairunisa
822,Back End,Express.js,S3,27,Backend,Vania Kylie
823,Back End,Express.js,S3,27,Backend,Abdullah Nur Hudi
824,Back End,Express.js,S3,27,Backend,Chairul Rizqi
825,Back End,Express.js,S3,27,Backend,Sandrian Yulianto
826,Back End,Express.js,S3,27,Backend,Wahyu Fauzan
827,NLP,Sentiment Analysis,S1,13,ML,Putu Gede Agung Karna Sampalan
828,NLP,Sentiment Analysis,S1,13,ML,Andhika Zulfikri
829,NLP,Sentiment Analysis,S1,13,ML,Christopher Kristianto
830,NLP,Sentiment Analysis,S1,13,ML,Sarah Sema Khairunisa
831,Speech / Audio,Speaker Recognition,S1,6,ML,Farel Eden
832,Speech / Audio,Speaker Recognition,S1,6,ML,Azis Sofyanto
833,NLP,Text Classification,S2,21,ML,Bagja Kurniadi
834,NLP,Text Classification,S2,21,ML,Alvin Tan
835,NLP,Text Classification,S2,21,ML,Andhika Zulfikri
836,NLP,Text Classification,S2,21,ML,Nyoman Satiya Najwa Sadha
837,NLP,Text Classification,S2,21,ML,Azis Sofyanto
838,Front End,Angular,S3,27,Frontend,Muhammad Raden Syawali Akbar
839,Front End,Angular,S3,27,Frontend,Imam
840,Front End,Angular,S3,27,Frontend,Abiyyu Diora Haqi
841,Front End,Angular,S3,27,Frontend,Andi Rezal Oktavianto
842,Front End,Angular,S3,27,Frontend,Iga Narendra Pramawijaya
843,Computer Vision,Object Detection,S2,5,ML,Gabriel Kheisa
844,Computer Vision,Object Detection,S2,5,ML,Bagja Kurniadi
845,Back End,Flask,S2,15,Backend,Abdullah Nur Hudi
846,Back End,Flask,S2,15,Backend,Sandrian Yulianto
847,Back End,Flask,S2,15,Backend,Chairul Rizqi
848,Back End,Flask,S2,15,Backend,Vania Kylie
849,Back End,Flask,S2,15,Backend,Wahyu Fauzan
850,NLP,Text Classification,S1,27,ML,Andhika Zulfikri
851,NLP,Text Classification,S1,27,ML,Nyoman Satiya Najwa Sadha
852,NLP,Text Classification,S1,27,ML,Rikip Ginanjar
853,NLP,Text Classification,S1,27,ML,Sarah Sema Khairunisa
854,NLP,Text Classification,S1,27,ML,Alvin Tan
855,Classification & Regression,Linear Regression,S2,23,ML,Putu Gede Agung Karna Sampalan
856,Classification & Regression,Linear Regression,S2,23,ML,Farel Eden
857,Classification & Regression,Linear Regression,S2,23,ML,Rikip Ginanjar
858,Classification & Regression,Linear Regression,S2,23,ML,Suci Rahmadani
859,Classification & Regression,Linear Regression,S2,23,ML,Alvin Tan
860,Back End,Node.js,S1,12,Backend,Vania Kylie
861,Back End,Node.js,S1,12,Backend,Abdullah Nur Hudi
862,Back End,Node.js,S1,12,Backend,Sandrian Yulianto
863,Back End,Node.js,S1,12,Backend,Chairul Rizqi
864,Computer Vision,Optical Character Recognition,S1,11,ML,Bagja Kurniadi
865,Computer Vision,Optical Character Recognition,S1,11,ML,I Putu Ranantha Nugraha Suparta
866,Computer Vision,Optical Character Recognition,S1,11,ML,Rikip Ginanjar
867,Computer Vision,Optical Character Recognition,S1,11,ML,Andhika Zulfikri
868,Back End,Express.js,S3,10,Backend,Sandrian Yulianto
869,Back End,Express.js,S3,10,Backend,Wahyu Fauzan
870,Back End,Express.js,S3,10,Backend,Vania Kylie
871,Back End,Express.js,S3,10,Backend,Abdullah Nur Hudi
872,Classification & Regression,Gradient Boosting,S3,15,ML,Bagja Kurniadi
873,Classification & Regression,Gradient Boosting,S3,15,ML,Andhika Zulfikri
874,Classification & Regression,Gradient Boosting,S3,15,ML,Christopher Kristianto
875,Classification & Regression,Gradient Boosting,S3,15,ML,Alvin Tan
876,Classification & Regression,Gradient Boosting,S3,15,ML,Nyoman Satiya Najwa Sadha
877,NLP,Text Classification,S1,20,ML,Farel Eden
878,NLP,Text Classification,S1,20,ML,Azis Sofyanto
879,NLP,Text Classification,S1,20,ML,Nyoman Satiya Najwa Sadha
880,NLP,Text Classification,S1,20,ML,Andhika Zulfikri
881,NLP,Text Classification,S1,20,ML,Bagja Kurniadi
882,Data Engineering,ETL,S1,23,ML,Farel Eden
883,Data Engineering,ETL,S1,23,ML,I Putu Ranantha Nugraha Suparta
884,Data Engineering,ETL,S1,23,ML,Alvin Tan
885,Data Engineering,ETL,S1,23,ML,Putu Gede Agung Karna Sampalan
886,Data Engineering,ETL,S1,23,ML,Christopher Kristianto
887,NLP,Sentiment Analysis,S1,21,ML,Putu Gede Agung Karna Sampalan
888,NLP,Sentiment Analysis,S1,21,ML,Christopher Kristianto
889,NLP,Sentiment Analysis,S1,21,ML,Sarah Sema Khairunisa
890,NLP,Sentiment Analysis,S1,21,ML,Andhika Zulfikri
891,NLP,Sentiment Analysis,S1,21,ML,Alvin Tan
892,NLP,Text Classification,S2,28,ML,Christopher Kristianto
893,NLP,Text Classification,S2,28,ML,Alvin Tan
894,NLP,Text Classification,S2,28,ML,Suci Rahmadani
895,NLP,Text Classification,S2,28,ML,Putu Gede Agung Karna Sampalan
896,NLP,Text Classification,S2,28,ML,Azis Sofyanto
897,Front End,React,S3,8,Frontend,Muhammad Raden Syawali Akbar
898,Front End,React,S3,8,Frontend,Imam
899,Back End,Express.js,S3,27,Backend,Sandrian Yulianto
900,Back End,Express.js,S3,27,Backend,Vania Kylie
901,Back End,Express.js,S3,27,Backend,Abdullah Nur Hudi
902,Back End,Express.js,S3,27,Backend,Chairul Rizqi
903,Back End,Express.js,S3,27,Backend,Wahyu Fauzan
904,Speech / Audio,Audio Signal Processing,S1,24,ML,I Putu Ranantha Nugraha Suparta
905,Speech / Audio,Audio Signal Processing,S1,24,ML,Azis Sofyanto
906,Speech / Audio,Audio Signal Processing,S1,24,ML,Christopher Kristianto
907,Speech / Audio,Audio Signal Processing,S1,24,ML,Putu Gede Agung Karna Sampalan
908,Speech / Audio,Audio Signal Processing,S1,24,ML,Andhika Zulfikri
909,Time-series,ARIMA,S2,13,ML,Alvin Tan
910,Time-series,ARIMA,S2,13,ML,Suci Rahmadani
911,Time-series,ARIMA,S2,13,ML,Azis Sofyanto
912,Time-series,ARIMA,S2,13,ML,Nyoman Satiya Najwa Sadha
913,Speech / Audio,Music Information Retrieval,S2,24,ML,Farel Eden
914,Speech / Audio,Music Information Retrieval,S2,24,ML,Azis Sofyanto
915,Speech / Audio,Music Information Retrieval,S2,24,ML,Christopher Kristianto
916,Speech / Audio,Music Information Retrieval,S2,24,ML,Bagja Kurniadi
917,Speech / Audio,Music Information Retrieval,S2,24,ML,Andhika Zulfikri
918,NLP,Topic Modeling,S3,15,ML,I Putu Ranantha Nugraha Suparta
919,NLP,Topic Modeling,S3,15,ML,Gabriel Kheisa
920,NLP,Topic Modeling,S3,15,ML,Azis Sofyanto
921,NLP,Topic Modeling,S3,15,ML,Andhika Zulfikri
922,NLP,Topic Modeling,S3,15,ML,Christopher Kristianto
923,Speech / Audio,Audio Signal Processing,S3,23,ML,Andhika Zulfikri
924,Speech / Audio,Audio Signal Processing,S3,23,ML,Putu Gede Agung Karna Sampalan
925,Speech / Audio,Audio Signal Processing,S3,23,ML,Suci Rahmadani
926,Speech / Audio,Audio Signal Processing,S3,23,ML,Nyoman Satiya Najwa Sadha
927,Speech / Audio,Audio Signal Processing,S3,23,ML,Gabriel Kheisa
928,Data Engineering,Data Lake,S3,14,ML,Christopher Kristianto
929,Data Engineering,Data Lake,S3,14,ML,Gabriel Kheisa
930,Data Engineering,Data Lake,S3,14,ML,Suci Rahmadani
931,Data Engineering,Data Lake,S3,14,ML,Sarah Sema Khairunisa
932,Front End,Angular,S1,9,Frontend,Muhammad Raden Syawali Akbar
933,Front End,Angular,S1,9,Frontend,Abiyyu Diora Haqi
934,Computer Vision,Object Detection,S2,10,ML,Andhika Zulfikri
935,Computer Vision,Object Detection,S2,10,ML,Nyoman Satiya Najwa Sadha
936,Computer Vision,Object Detection,S2,10,ML,Gabriel Kheisa
937,Computer Vision,Object Detection,S2,10,ML,Rikip Ginanjar
938,Data Engineering,Data Warehousing,S1,13,ML,Azis Sofyanto
939,Data Engineering,Data Warehousing,S1,13,ML,Bagja Kurniadi
940,Data Engineering,Data Warehousing,S1,13,ML,Putu Gede Agung Karna Sampalan
941,Data Engineering,Data Warehousing,S1,13,ML,Sarah Sema Khairunisa
942,Classification & Regression,Random Forest,S2,7,ML,Farel Eden
943,Classification & Regression,Random Forest,S2,7,ML,Sarah Sema Khairunisa
944,Classification & Regression,Logistic Regression,S1,8,ML,Nyoman Satiya Najwa Sadha
945,Classification & Regression,Logistic Regression,S1,8,ML,Azis Sofyanto
946,Classification & Regression,Random Forest,S2,28,ML,Suci Rahmadani
947,Classification & Regression,Random Forest,S2,28,ML,Christopher Kristianto
948,Classification & Regression,Random Forest,S2,28,ML,Farel Eden
949,Classification & Regression,Random Forest,S2,28,ML,Azis Sofyanto
950,Classification & Regression,Random Forest,S2,28,ML,Nyoman Satiya Najwa Sadha
951,Front End,Angular,S3,21,Frontend,Muhammad Raden Syawali Akbar
952,Front End,Angular,S3,21,Frontend,Imam
953,Front End,Angular,S3,21,Frontend,Abiyyu Diora Haqi
954,Front End,Angular,S3,21,Frontend,Andi Rezal Oktavianto
955,Front End,Angular,S3,21,Frontend,Iga Narendra Pramawijaya
956,Classification & Regression,Logistic Regression,S2,24,ML,Farel Eden
957,Classification & Regression,Logistic Regression,S2,24,ML,Putu Gede Agung Karna Sampalan
958,Classification & Regression,Logistic Regression,S2,24,ML,Nyoman Satiya Najwa Sadha
959,Classification & Regression,Logistic Regression,S2,24,ML,Suci Rahmadani
960,Classification & Regression,Logistic Regression,S2,24,ML,Christopher Kristianto
961,Speech / Audio,Audio Signal Processing,S1,24,ML,Azis Sofyanto
962,Speech / Audio,Audio Signal Processing,S1,24,ML,Putu Gede Agung Karna Sampalan
963,Speech / Audio,Audio Signal Processing,S1,24,ML,Farel Eden
964,Speech / Audio,Audio Signal Processing,S1,24,ML,Andhika Zulfikri
965,Speech / Audio,Audio Signal Processing,S1,24,ML,Suci Rahmadani
966,Speech / Audio,Audio Signal Processing,S1,29,ML,Bagja Kurniadi
967,Speech / Audio,Audio Signal Processing,S1,29,ML,Sarah Sema Khairunisa
968,Speech / Audio,Audio Signal Processing,S1,29,ML,Christopher Kristianto
969,Speech / Audio,Audio Signal Processing,S1,29,ML,Alvin Tan
970,Speech / Audio,Audio Signal Processing,S1,29,ML,Putu Gede Agung Karna Sampalan
971,Front End,Ember.js,S2,5,Frontend,Andi Rezal Oktavianto
972,Front End,Ember.js,S2,5,Frontend,Imam
973,Computer Vision,Face Recognition,S1,16,ML,Alvin Tan
974,Computer Vision,Face Recognition,S1,16,ML,Christopher Kristianto
975,Computer Vision,Face Recognition,S1,16,ML,Azis Sofyanto
976,Computer Vision,Face Recognition,S1,16,ML,I Putu Ranantha Nugraha Suparta
977,Computer Vision,Face Recognition,S1,16,ML,Rikip Ginanjar
978,Data Engineering,ETL,S3,18,ML,Putu Gede Agung Karna Sampalan
979,Data Engineering,ETL,S3,18,ML,Andhika Zulfikri
980,Data Engineering,ETL,S3,18,ML,Bagja Kurniadi
981,Data Engineering,ETL,S3,18,ML,Suci Rahmadani
982,Data Engineering,ETL,S3,18,ML,Alvin Tan
983,Classification & Regression,Linear Regression,S3,12,ML,Gabriel Kheisa
984,Classification & Regression,Linear Regression,S3,12,ML,Andhika Zulfikri
985,Classification & Regression,Linear Regression,S3,12,ML,Suci Rahmadani
986,Classification & Regression,Linear Regression,S3,12,ML,Putu Gede Agung Karna Sampalan
987,Speech / Audio,Music Information Retrieval,S1,27,ML,I Putu Ranantha Nugraha Suparta
988,Speech / Audio,Music Information Retrieval,S1,27,ML,Gabriel Kheisa
989,Speech / Audio,Music Information Retrieval,S1,27,ML,Alvin Tan
990,Speech / Audio,Music Information Retrieval,S1,27,ML,Nyoman Satiya Najwa Sadha
991,Speech / Audio,Music Information Retrieval,S1,27,ML,Bagja Kurniadi
992,Front End,React,S3,26,Frontend,Imam
993,Front End,React,S3,26,Frontend,Abiyyu Diora Haqi
994,Front End,React,S3,26,Frontend,Andi Rezal Oktavianto
995,Front End,React,S3,26,Frontend,Muhammad Raden Syawali Akbar
996,Front End,React,S3,26,Frontend,Iga Narendra Pramawijaya
997,NLP,Named Entity Recognition,S3,16,ML,Suci Rahmadani
998,NLP,Named Entity Recognition,S3,16,ML,Gabriel Kheisa
999,NLP,Named Entity Recognition,S3,16,ML,Christopher Kristianto
1000,NLP,Named Entity Recognition,S3,16,ML,Farel Eden
1001,NLP,Named Entity Recognition,S3,16,ML,Bagja Kurniadi
1002,NLP,Named Entity Recognition,S3,27,ML,Suci Rahmadani
1003,NLP,Named Entity Recognition,S3,27,ML,Rikip Ginanjar
1004,NLP,Named Entity Recognition,S3,27,ML,Putu Gede Agung Karna Sampalan
1005,NLP,Named Entity Recognition,S3,27,ML,Sarah Sema Khairunisa
1006,NLP,Named Entity Recognition,S3,27,ML,Azis Sofyanto
1007,Computer Vision,Object Detection,S2,5,ML,Farel Eden
1008,Computer Vision,Object Detection,S2,5,ML,Putu Gede Agung Karna Sampalan
1009,NLP,Text Classification,S2,16,ML,Nyoman Satiya Najwa Sadha
1010,NLP,Text Classification,S2,16,ML,Sarah Sema Khairunisa
1011,NLP,Text Classification,S2,16,ML,Alvin Tan
1012,NLP,Text Classification,S2,16,ML,I Putu Ranantha Nugraha Suparta
1013,NLP,Text Classification,S2,16,ML,Andhika Zulfikri
1014,Speech / Audio,Speaker Recognition,S3,9,ML,Nyoman Satiya Najwa Sadha
1015,Speech / Audio,Speaker Recognition,S3,9,ML,Sarah Sema Khairunisa
1016,Computer Vision,Image Segmentation,S2,26,ML,Andhika Zulfikri
1017,Computer Vision,Image Segmentation,S2,26,ML,Farel Eden
1018,Computer Vision,Image Segmentation,S2,26,ML,Gabriel Kheisa
1019,Computer Vision,Image Segmentation,S2,26,ML,Rikip Ginanjar
1020,Computer Vision,Image Segmentation,S2,26,ML,I Putu Ranantha Nugraha Suparta
1021,Speech / Audio,Speaker Recognition,S3,13,ML,Farel Eden
1022,Speech / Audio,Speaker Recognition,S3,13,ML,Bagja Kurniadi
1023,Speech / Audio,Speaker Recognition,S3,13,ML,Andhika Zulfikri
1024,Speech / Audio,Speaker Recognition,S3,13,ML,Christopher Kristianto
1025,Data Engineering,Data Warehousing,S3,26,ML,Alvin Tan
1026,Data Engineering,Data Warehousing,S3,26,ML,Christopher Kristianto
1027,Data Engineering,Data Warehousing,S3,26,ML,Bagja Kurniadi
1028,Data Engineering,Data Warehousing,S3,26,ML,Andhika Zulfikri
1029,Data Engineering,Data Warehousing,S3,26,ML,Sarah Sema Khairunisa
1030,NLP,Named Entity Recognition,S3,10,ML,Azis Sofyanto
1031,NLP,Named Entity Recognition,S3,10,ML,Sarah Sema Khairunisa
1032,NLP,Named Entity Recognition,S3,10,ML,Alvin Tan
1033,NLP,Named Entity Recognition,S3,10,ML,Farel Eden
1034,NLP,Topic Modeling,S3,27,ML,Suci Rahmadani
1035,NLP,Topic Modeling,S3,27,ML,Christopher Kristianto
1036,NLP,Topic Modeling,S3,27,ML,Bagja Kurniadi
1037,NLP,Topic Modeling,S3,27,ML,I Putu Ranantha Nugraha Suparta
1038,NLP,Topic Modeling,S3,27,ML,Putu Gede Agung Karna Sampalan
1039,Back End,Django,S2,10,Backend,Vania Kylie
1040,Back End,Django,S2,10,Backend,Sandrian Yulianto
1041,Back End,Django,S2,10,Backend,Abdullah Nur Hudi
1042,Back End,Django,S2,10,Backend,Chairul Rizqi
1043,Front End,Angular,S3,27,Frontend,Andi Rezal Oktavianto
1044,Front End,Angular,S3,27,Frontend,Abiyyu Diora Haqi
1045,Front End,Angular,S3,27,Frontend,Muhammad Raden Syawali Akbar
1046,Front End,Angular,S3,27,Frontend,Imam
1047,Front End,Angular,S3,27,Frontend,Iga Narendra Pramawijaya
1048,Computer Vision,Face Recognition,S2,15,ML,Rikip Ginanjar
1049,Computer Vision,Face Recognition,S2,15,ML,Suci Rahmadani
1050,Computer Vision,Face Recognition,S2,15,ML,Nyoman Satiya Najwa Sadha
1051,Computer Vision,Face Recognition,S2,15,ML,I Putu Ranantha Nugraha Suparta
1052,Computer Vision,Face Recognition,S2,15,ML,Andhika Zulfikri
1053,Classification & Regression,Gradient Boosting,S2,13,ML,Rikip Ginanjar
1054,Classification & Regression,Gradient Boosting,S2,13,ML,Andhika Zulfikri
1055,Classification & Regression,Gradient Boosting,S2,13,ML,Gabriel Kheisa
1056,Classification & Regression,Gradient Boosting,S2,13,ML,Alvin Tan
1057,Data Engineering,Data Warehousing,S1,16,ML,Bagja Kurniadi
1058,Data Engineering,Data Warehousing,S1,16,ML,Sarah Sema Khairunisa
1059,Data Engineering,Data Warehousing,S1,16,ML,I Putu Ranantha Nugraha Suparta
1060,Data Engineering,Data Warehousing,S1,16,ML,Andhika Zulfikri
1061,Data Engineering,Data Warehousing,S1,16,ML,Putu Gede Agung Karna Sampalan
1062,Front End,Vue.js,S2,14,Frontend,Abiyyu Diora Haqi
1063,Front End,Vue.js,S2,14,Frontend,Imam
1064,Front End,Vue.js,S2,14,Frontend,Iga Narendra Pramawijaya
1065,Front End,Vue.js,S2,14,Frontend,Muhammad Raden Syawali Akbar
1066,Time-series,LSTM,S2,7,ML,Azis Sofyanto
1067,Time-series,LSTM,S2,7,ML,Christopher Kristianto
1068,Back End,Django,S3,13,Backend,Abdullah Nur Hudi
1069,Back End,Django,S3,13,Backend,Vania Kylie
1070,Back End,Django,S3,13,Backend,Sandrian Yulianto
1071,Back End,Django,S3,13,Backend,Wahyu Fauzan
1072,Classification & Regression,Linear Regression,S2,15,ML,Suci Rahmadani
1073,Classification & Regression,Linear Regression,S2,15,ML,Nyoman Satiya Najwa Sadha
1074,Classification & Regression,Linear Regression,S2,15,ML,Rikip Ginanjar
1075,Classification & Regression,Linear Regression,S2,15,ML,Azis Sofyanto
1076,Classification & Regression,Linear Regression,S2,15,ML,Sarah Sema Khairunisa
1077,NLP,Text Classification,S2,16,ML,Suci Rahmadani
1078,NLP,Text Classification,S2,16,ML,Sarah Sema Khairunisa
1079,NLP,Text Classification,S2,16,ML,Nyoman Satiya Najwa Sadha
1080,NLP,Text Classification,S2,16,ML,Gabriel Kheisa
1081,NLP,Text Classification,S2,16,ML,Bagja Kurniadi
1082,Computer Vision,Image Segmentation,S3,13,ML,Christopher Kristianto
1083,Computer Vision,Image Segmentation,S3,13,ML,I Putu Ranantha Nugraha Suparta
1084,Computer Vision,Image Segmentation,S3,13,ML,Nyoman Satiya Najwa Sadha
1085,Computer Vision,Image Segmentation,S3,13,ML,Rikip Ginanjar
1086,Front End,Angular,S3,16,Frontend,Iga Narendra Pramawijaya
1087,Front End,Angular,S3,16,Frontend,Imam
1088,Front End,Angular,S3,16,Frontend,Andi Rezal Oktavianto
1089,Front End,Angular,S3,16,Frontend,Abiyyu Diora Haqi
1090,Front End,Angular,S3,16,Frontend,Muhammad Raden Syawali Akbar
1091,Classification & Regression,Linear Regression,S3,20,ML,Sarah Sema Khairunisa
1092,Classification & Regression,Linear Regression,S3,20,ML,Bagja Kurniadi
1093,Classification & Regression,Linear Regression,S3,20,ML,Gabriel Kheisa
1094,Classification & Regression,Linear Regression,S3,20,ML,Andhika Zulfikri
1095,Classification & Regression,Linear Regression,S3,20,ML,Farel Eden
1096,Data Engineering,ETL,S1,7,ML,Nyoman Satiya Najwa Sadha
1097,Data Engineering,ETL,S1,7,ML,Gabriel Kheisa
1098,Front End,Vue.js,S2,25,Frontend,Andi Rezal Oktavianto
1099,Front End,Vue.js,S2,25,Frontend,Abiyyu Diora Haqi
1100,Front End,Vue.js,S2,25,Frontend,Imam
1101,Front End,Vue.js,S2,25,Frontend,Iga Narendra Pramawijaya
1102,Front End,Vue.js,S2,25,Frontend,Muhammad Raden Syawali Akbar
1103,Computer Vision,Optical Character Recognition,S1,8,ML,Putu Gede Agung Karna Sampalan
1104,Computer Vision,Optical Character Recognition,S1,8,ML,Suci Rahmadani
1105,Computer Vision,Image Segmentation,S3,8,ML,Alvin Tan
1106,Computer Vision,Image Segmentation,S3,8,ML,Gabriel Kheisa
1107,Computer Vision,Object Detection,S3,16,ML,Sarah Sema Khairunisa
1108,Computer Vision,Object Detection,S3,16,ML,Gabriel Kheisa
1109,Computer Vision,Object Detection,S3,16,ML,Andhika Zulfikri
1110,Computer Vision,Object Detection,S3,16,ML,Suci Rahmadani
1111,Computer Vision,Object Detection,S3,16,ML,Christopher Kristianto
1112,Time-series,ARIMA,S1,8,ML,Putu Gede Agung Karna Sampalan
1113,Time-series,ARIMA,S1,8,ML,Azis Sofyanto
1114,Data Engineering,ETL,S3,15,ML,I Putu Ranantha Nugraha Suparta
1115,Data Engineering,ETL,S3,15,ML,Bagja Kurniadi
1116,Data Engineering,ETL,S3,15,ML,Alvin Tan
1117,Data Engineering,ETL,S3,15,ML,Putu Gede Agung Karna Sampalan
1118,Data Engineering,ETL,S3,15,ML,Suci Rahmadani
1119,Back End,Node.js,S1,8,Backend,Abdullah Nur Hudi
1120,Back End,Node.js,S1,8,Backend,Wahyu Fauzan
1121,NLP,Named Entity Recognition,S1,19,ML,Putu Gede Agung Karna Sampalan
1122,NLP,Named Entity Recognition,S1,19,ML,Azis Sofyanto
1123,NLP,Named Entity Recognition,S1,19,ML,Suci Rahmadani
1124,NLP,Named Entity Recognition,S1,19,ML,Alvin Tan
1125,NLP,Named Entity Recognition,S1,19,ML,Andhika Zulfikri
1126,Speech / Audio,Speaker Recognition,S3,19,ML,Rikip Ginanjar
1127,Speech / Audio,Speaker Recognition,S3,19,ML,Nyoman Satiya Najwa Sadha
1128,Speech / Audio,Speaker Recognition,S3,19,ML,Andhika Zulfikri
1129,Speech / Audio,Speaker Recognition,S3,19,ML,Bagja Kurniadi
1130,Speech / Audio,Speaker Recognition,S3,19,ML,I Putu Ranantha Nugraha Suparta
1131,Computer Vision,Image Segmentation,S3,8,ML,Bagja Kurniadi
1132,Computer Vision,Image Segmentation,S3,8,ML,Andhika Zulfikri
1133,Front End,Vue.js,S2,28,Frontend,Iga Narendra Pramawijaya
1134,Front End,Vue.js,S2,28,Frontend,Muhammad Raden Syawali Akbar
1135,Front End,Vue.js,S2,28,Frontend,Abiyyu Diora Haqi
1136,Front End,Vue.js,S2,28,Frontend,Imam
1137,Front End,Vue.js,S2,28,Frontend,Andi Rezal Oktavianto
1138,Speech / Audio,Music Information Retrieval,S2,16,ML,Suci Rahmadani
1139,Speech / Audio,Music Information Retrieval,S2,16,ML,Nyoman Satiya Najwa Sadha
1140,Speech / Audio,Music Information Retrieval,S2,16,ML,Gabriel Kheisa
1141,Speech / Audio,Music Information Retrieval,S2,16,ML,I Putu Ranantha Nugraha Suparta
1142,Speech / Audio,Music Information Retrieval,S2,16,ML,Sarah Sema Khairunisa
1143,Speech / Audio,Music Information Retrieval,S3,27,ML,Azis Sofyanto
1144,Speech / Audio,Music Information Retrieval,S3,27,ML,Nyoman Satiya Najwa Sadha
1145,Speech / Audio,Music Information Retrieval,S3,27,ML,Bagja Kurniadi
1146,Speech / Audio,Music Information Retrieval,S3,27,ML,Andhika Zulfikri
1147,Speech / Audio,Music Information Retrieval,S3,27,ML,Farel Eden
1148,Back End,Express.js,S1,7,Backend,Abdullah Nur Hudi
1149,Back End,Express.js,S1,7,Backend,Vania Kylie
1150,Data Engineering,ETL,S3,17,ML,Andhika Zulfikri
1151,Data Engineering,ETL,S3,17,ML,Rikip Ginanjar
1152,Data Engineering,ETL,S3,17,ML,Suci Rahmadani
1153,Data Engineering,ETL,S3,17,ML,Putu Gede Agung Karna Sampalan
1154,Data Engineering,ETL,S3,17,ML,Azis Sofyanto
1155,Back End,Django,S3,28,Backend,Sandrian Yulianto
1156,Back End,Django,S3,28,Backend,Wahyu Fauzan
1157,Back End,Django,S3,28,Backend,Chairul Rizqi
1158,Back End,Django,S3,28,Backend,Abdullah Nur Hudi
1159,Back End,Django,S3,28,Backend,Vania Kylie
1160,Back End,Express.js,S3,8,Backend,Vania Kylie
1161,Back End,Express.js,S3,8,Backend,Sandrian Yulianto
1162,Computer Vision,Face Recognition,S1,19,ML,Sarah Sema Khairunisa
1163,Computer Vision,Face Recognition,S1,19,ML,Farel Eden
1164,Computer Vision,Face Recognition,S1,19,ML,Nyoman Satiya Najwa Sadha
1165,Computer Vision,Face Recognition,S1,19,ML,Andhika Zulfikri
1166,Computer Vision,Face Recognition,S1,19,ML,Rikip Ginanjar
1167,NLP,Named Entity Recognition,S2,7,ML,Suci Rahmadani
1168,NLP,Named Entity Recognition,S2,7,ML,Gabriel Kheisa
1169,Computer Vision,Object Detection,S1,10,ML,Azis Sofyanto
1170,Computer Vision,Object Detection,S1,10,ML,Farel Eden
1171,Computer Vision,Object Detection,S1,10,ML,Rikip Ginanjar
1172,Computer Vision,Object Detection,S1,10,ML,Suci Rahmadani
1173,Data Engineering,Data Warehousing,S3,12,ML,Gabriel Kheisa
1174,Data Engineering,Data Warehousing,S3,12,ML,Azis Sofyanto
1175,Data Engineering,Data Warehousing,S3,12,ML,I Putu Ranantha Nugraha Suparta
1176,Data Engineering,Data Warehousing,S3,12,ML,Nyoman Satiya Najwa Sadha
1177,Time-series,LSTM,S1,21,ML,Suci Rahmadani
1178,Time-series,LSTM,S1,21,ML,Andhika Zulfikri
1179,Time-series,LSTM,S1,21,ML,Rikip Ginanjar
1180,Time-series,LSTM,S1,21,ML,Nyoman Satiya Najwa Sadha
1181,Time-series,LSTM,S1,21,ML,Alvin Tan
1182,Computer Vision,Face Recognition,S3,12,ML,I Putu Ranantha Nugraha Suparta
1183,Computer Vision,Face Recognition,S3,12,ML,Christopher Kristianto
1184,Computer Vision,Face Recognition,S3,12,ML,Gabriel Kheisa
1185,Computer Vision,Face Recognition,S3,12,ML,Putu Gede Agung Karna Sampalan
1186,Front End,React,S2,24,Frontend,Iga Narendra Pramawijaya
1187,Front End,React,S2,24,Frontend,Andi Rezal Oktavianto
1188,Front End,React,S2,24,Frontend,Imam
1189,Front End,React,S2,24,Frontend,Muhammad Raden Syawali Akbar
1190,Front End,React,S2,24,Frontend,Abiyyu Diora Haqi
1191,Data Engineering,Data Integration,S3,20,ML,Nyoman Satiya Najwa Sadha
1192,Data Engineering,Data Integration,S3,20,ML,Andhika Zulfikri
1193,Data Engineering,Data Integration,S3,20,ML,I Putu Ranantha Nugraha Suparta
1194,Data Engineering,Data Integration,S3,20,ML,Alvin Tan
1195,Data Engineering,Data Integration,S3,20,ML,Farel Eden
1196,Front End,Vue.js,S1,28,Frontend,Andi Rezal Oktavianto
1197,Front End,Vue.js,S1,28,Frontend,Imam
1198,Front End,Vue.js,S1,28,Frontend,Muhammad Raden Syawali Akbar
1199,Front End,Vue.js,S1,28,Frontend,Iga Narendra Pramawijaya
1200,Front End,Vue.js,S1,28,Frontend,Abiyyu Diora Haqi
1201,Computer Vision,Face Recognition,S2,17,ML,Putu Gede Agung Karna Sampalan
1202,Computer Vision,Face Recognition,S2,17,ML,Azis Sofyanto
1203,Computer Vision,Face Recognition,S2,17,ML,Sarah Sema Khairunisa
1204,Computer Vision,Face Recognition,S2,17,ML,Nyoman Satiya Najwa Sadha
1205,Computer Vision,Face Recognition,S2,17,ML,Suci Rahmadani
